cache_mode,schedule_mode,progress,state_component,required,reconstructable,bytes,evidence
prefix,quota,0.5,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.5,current_schedule,False,True,0,component absent at this checkpoint
prefix,quota,0.5,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.5,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.5,past_key_values,False,True,0,component absent at this checkpoint
prefix,quota,0.5,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.5,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.75,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.75,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.75,current_schedule,False,True,0,component absent at this checkpoint
prefix,quota,0.75,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.75,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.75,past_key_values,False,True,0,component absent at this checkpoint
prefix,quota,0.75,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.75,request_metadata_and_config,False,True,0,reused from immutable original request/config
prefix,quota,0.9921875,x,True,False,1224,semantic canvas; removal is not a valid continuation
prefix,quota,0.9921875,attention_mask,False,True,1224,removal preserved exact trajectory
prefix,quota,0.9921875,current_schedule,False,True,256,removal preserved exact trajectory
prefix,quota,0.9921875,block_index,False,True,8,removal preserved exact trajectory
prefix,quota,0.9921875,inner_step,False,True,8,removal preserved exact trajectory
prefix,quota,0.9921875,past_key_values,False,True,63438848,removal preserved exact trajectory
prefix,quota,0.9921875,replace_position,False,True,0,component absent at this checkpoint
prefix,quota,0.9921875,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.0,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.0,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.0,current_schedule,False,True,0,component absent at this checkpoint
dual,threshold,0.0,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.0,inner_step,False,True,8,removal preserved exact trajectory
dual,threshold,0.0,past_key_values,False,True,0,component absent at this checkpoint
dual,threshold,0.0,replace_position,False,True,0,component absent at this checkpoint
dual,threshold,0.0,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.008547008547008548,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.008547008547008548,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.008547008547008548,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.008547008547008548,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.008547008547008548,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.008547008547008548,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.008547008547008548,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.008547008547008548,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.017094017094017096,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.017094017094017096,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.017094017094017096,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.017094017094017096,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.017094017094017096,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.017094017094017096,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.017094017094017096,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.017094017094017096,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.02564102564102564,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.02564102564102564,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.02564102564102564,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.02564102564102564,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.02564102564102564,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.02564102564102564,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.02564102564102564,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.02564102564102564,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.09401709401709402,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.09401709401709402,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.09401709401709402,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.09401709401709402,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.09401709401709402,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.09401709401709402,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.09401709401709402,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.09401709401709402,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.23076923076923078,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.23076923076923078,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.23076923076923078,current_schedule,False,True,0,component absent at this checkpoint
dual,threshold,0.23076923076923078,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.23076923076923078,inner_step,False,True,8,removal preserved exact trajectory
dual,threshold,0.23076923076923078,past_key_values,False,True,0,component absent at this checkpoint
dual,threshold,0.23076923076923078,replace_position,False,True,0,component absent at this checkpoint
dual,threshold,0.23076923076923078,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.23931623931623933,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.23931623931623933,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.23931623931623933,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.23931623931623933,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.23931623931623933,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.23931623931623933,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.23931623931623933,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.23931623931623933,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.24786324786324787,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.24786324786324787,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.24786324786324787,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.24786324786324787,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.24786324786324787,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.24786324786324787,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.24786324786324787,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.24786324786324787,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.2564102564102564,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.2564102564102564,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.2564102564102564,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.2564102564102564,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.2564102564102564,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.2564102564102564,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.2564102564102564,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.2564102564102564,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.49572649572649574,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.49572649572649574,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.49572649572649574,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.49572649572649574,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.49572649572649574,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.49572649572649574,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.49572649572649574,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.49572649572649574,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.7435897435897436,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.7435897435897436,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.7435897435897436,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.7435897435897436,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.7435897435897436,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.7435897435897436,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.7435897435897436,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.7435897435897436,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,threshold,0.9914529914529915,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,threshold,0.9914529914529915,attention_mask,False,True,1224,removal preserved exact trajectory
dual,threshold,0.9914529914529915,current_schedule,False,True,256,removal preserved exact trajectory
dual,threshold,0.9914529914529915,block_index,False,True,8,removal preserved exact trajectory
dual,threshold,0.9914529914529915,inner_step,True,False,8,resume error: ValueError: inner_step is not derivable from a threshold/dynamic canvas
dual,threshold,0.9914529914529915,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,threshold,0.9914529914529915,replace_position,False,True,153,removal preserved exact trajectory
dual,threshold,0.9914529914529915,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.0,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.0,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.0,current_schedule,False,True,0,component absent at this checkpoint
dual,quota,0.0,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.0,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.0,past_key_values,False,True,0,component absent at this checkpoint
dual,quota,0.0,replace_position,False,True,0,component absent at this checkpoint
dual,quota,0.0,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.0078125,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.0078125,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.0078125,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.0078125,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.0078125,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.0078125,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.0078125,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.0078125,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.015625,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.015625,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.015625,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.015625,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.015625,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.015625,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.015625,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.015625,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.0234375,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.0234375,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.0234375,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.0234375,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.0234375,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.0234375,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.0234375,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.0234375,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.09375,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.09375,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.09375,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.09375,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.09375,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.09375,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.09375,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.09375,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.25,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.25,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.25,current_schedule,False,True,0,component absent at this checkpoint
dual,quota,0.25,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.25,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.25,past_key_values,False,True,0,component absent at this checkpoint
dual,quota,0.25,replace_position,False,True,0,component absent at this checkpoint
dual,quota,0.25,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.2578125,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.2578125,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.2578125,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.2578125,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.2578125,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.2578125,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.2578125,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.2578125,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.265625,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.265625,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.265625,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.265625,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.265625,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.265625,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.265625,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.265625,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.2734375,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.2734375,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.2734375,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.2734375,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.2734375,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.2734375,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.2734375,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.2734375,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.5,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.5,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.5,current_schedule,False,True,0,component absent at this checkpoint
dual,quota,0.5,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.5,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.5,past_key_values,False,True,0,component absent at this checkpoint
dual,quota,0.5,replace_position,False,True,0,component absent at this checkpoint
dual,quota,0.5,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.75,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.75,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.75,current_schedule,False,True,0,component absent at this checkpoint
dual,quota,0.75,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.75,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.75,past_key_values,False,True,0,component absent at this checkpoint
dual,quota,0.75,replace_position,False,True,0,component absent at this checkpoint
dual,quota,0.75,request_metadata_and_config,False,True,0,reused from immutable original request/config
dual,quota,0.9921875,x,True,False,1224,semantic canvas; removal is not a valid continuation
dual,quota,0.9921875,attention_mask,False,True,1224,removal preserved exact trajectory
dual,quota,0.9921875,current_schedule,False,True,256,removal preserved exact trajectory
dual,quota,0.9921875,block_index,False,True,8,removal preserved exact trajectory
dual,quota,0.9921875,inner_step,False,True,8,removal preserved exact trajectory
dual,quota,0.9921875,past_key_values,False,True,80216064,removal preserved exact trajectory
dual,quota,0.9921875,replace_position,False,True,153,removal preserved exact trajectory
dual,quota,0.9921875,request_metadata_and_config,False,True,0,reused from immutable original request/config
