final_success,hard_stage,request,request_index,stage_ready_count,targets,total_generation_ms,variant
True,2,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,"{""airport"": ""BER"", ""city"": ""Berlin"", ""date"": ""2026-05-21"", ""dispatch"": ""BER-20260521-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",1585.6102399993688,all_low
True,2,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,"{""airport"": ""BER"", ""city"": ""Berlin"", ""date"": ""2026-05-21"", ""dispatch"": ""BER-20260521-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3602.9052081285045,low_stage_0
True,2,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,"{""airport"": ""BER"", ""city"": ""Berlin"", ""date"": ""2026-05-21"", ""dispatch"": ""BER-20260521-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3551.5521020861343,low_stage_1
True,2,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,"{""airport"": ""BER"", ""city"": ""Berlin"", ""date"": ""2026-05-21"", ""dispatch"": ""BER-20260521-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3593.771086889319,low_stage_2
True,0,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,"{""airport"": ""DXB"", ""city"": ""Dubai"", ""date"": ""2027-10-04"", ""dispatch"": ""DXB-20271004-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4583.734976011328,all_high
False,0,Set up economy routing for the Dubai visit dated 2027-10-04.,21,2,"{""airport"": ""DXB"", ""city"": ""Dubai"", ""date"": ""2027-10-04"", ""dispatch"": ""DXB-20271004-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",1588.6483369395137,all_low
True,0,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,"{""airport"": ""DXB"", ""city"": ""Dubai"", ""date"": ""2027-10-04"", ""dispatch"": ""DXB-20271004-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3601.2492809677497,low_stage_0
True,0,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,"{""airport"": ""DXB"", ""city"": ""Dubai"", ""date"": ""2027-10-04"", ""dispatch"": ""DXB-20271004-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3554.086921038106,low_stage_1
False,0,Set up economy routing for the Dubai visit dated 2027-10-04.,21,2,"{""airport"": ""DXB"", ""city"": ""Dubai"", ""date"": ""2027-10-04"", ""dispatch"": ""DXB-20271004-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3595.454716007225,low_stage_2
True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,"{""airport"": ""BOS"", ""city"": ""Boston"", ""date"": ""2026-03-11"", ""dispatch"": ""BOS-20260311-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",4576.041914056987,all_high
True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,"{""airport"": ""BOS"", ""city"": ""Boston"", ""date"": ""2026-03-11"", ""dispatch"": ""BOS-20260311-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",1586.14884596318,all_low
True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,"{""airport"": ""BOS"", ""city"": ""Boston"", ""date"": ""2026-03-11"", ""dispatch"": ""BOS-20260311-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3601.9560151034966,low_stage_0
True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,"{""airport"": ""BOS"", ""city"": ""Boston"", ""date"": ""2026-03-11"", ""dispatch"": ""BOS-20260311-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3551.611423958093,low_stage_1
True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,"{""airport"": ""BOS"", ""city"": ""Boston"", ""date"": ""2026-03-11"", ""dispatch"": ""BOS-20260311-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3594.3165959324688,low_stage_2
True,2,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,"{""airport"": ""YYZ"", ""city"": ""Toronto"", ""date"": ""2027-08-18"", ""dispatch"": ""YYZ-20270818-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4578.658094978891,all_high
True,2,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,"{""airport"": ""YYZ"", ""city"": ""Toronto"", ""date"": ""2027-08-18"", ""dispatch"": ""YYZ-20270818-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",1586.9523050496355,all_low
True,2,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,"{""airport"": ""YYZ"", ""city"": ""Toronto"", ""date"": ""2027-08-18"", ""dispatch"": ""YYZ-20270818-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3599.2786890128627,low_stage_0
True,2,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,"{""airport"": ""YYZ"", ""city"": ""Toronto"", ""date"": ""2027-08-18"", ""dispatch"": ""YYZ-20270818-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3552.3095129756257,low_stage_1
True,2,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,"{""airport"": ""YYZ"", ""city"": ""Toronto"", ""date"": ""2027-08-18"", ""dispatch"": ""YYZ-20270818-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3594.8512860340998,low_stage_2
True,0,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4577.966007986106,all_high
True,0,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",1586.5874559385702,all_low
True,0,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3599.053443176672,low_stage_0
True,0,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3553.481796872802,low_stage_1
True,0,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,"{""airport"": ""ICN"", ""city"": ""Seoul"", ""date"": ""2026-01-01"", ""dispatch"": ""ICN-20260101-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3592.211339971982,low_stage_2
True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",4577.998309046961,all_high
True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",1587.058143923059,all_low
True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3599.5553318643942,low_stage_0
True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3553.105708095245,low_stage_1
True,1,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,"{""airport"": ""NRT"", ""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""dispatch"": ""NRT-20270608-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3594.794979202561,low_stage_2
False,2,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",4577.866450999863,all_high
False,2,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",1586.783555103466,all_low
False,2,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3598.5258348518983,low_stage_0
False,2,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3552.7687199646607,low_stage_1
False,2,Prepare the 2026-11-15 Paris itinerary with standard handling.,26,2,"{""airport"": ""CDG"", ""city"": ""Paris"", ""date"": ""2026-11-15"", ""dispatch"": ""CDG-20261115-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3593.0106601445004,low_stage_2
True,0,Open a economy trip ticket to Austin for 2027-04-22.,27,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",4577.83693401143,all_high
False,0,Open a economy trip ticket to Austin for 2027-04-22.,27,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",1586.4837289554998,all_low
True,0,Open a economy trip ticket to Austin for 2027-04-22.,27,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3599.426868953742,low_stage_0
True,0,Open a economy trip ticket to Austin for 2027-04-22.,27,3,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3559.0395849430934,low_stage_1
False,0,Open a economy trip ticket to Austin for 2027-04-22.,27,2,"{""airport"": ""AUS"", ""city"": ""Austin"", ""date"": ""2027-04-22"", ""dispatch"": ""AUS-20270422-S3"", ""priority"": ""economy"", ""sla"": ""S3""}",3595.4590239562094,low_stage_2
True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",4578.138054115698,all_high
True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",1587.4694420490414,all_low
True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3599.0607870044187,low_stage_0
True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3553.4277710830793,low_stage_1
True,1,Create a urgent travel dispatch for London on 2026-09-05.,28,3,"{""airport"": ""LHR"", ""city"": ""London"", ""date"": ""2026-09-05"", ""dispatch"": ""LHR-20260905-S1"", ""priority"": ""urgent"", ""sla"": ""S1""}",3594.2830360727385,low_stage_2
True,2,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",4579.321173019707,all_high
True,2,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",1586.5693400846794,all_low
True,2,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3598.814787110314,low_stage_0
True,2,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3553.5932648926973,low_stage_1
True,2,Set up standard routing for the Amsterdam visit dated 2027-02-12.,29,3,"{""airport"": ""AMS"", ""city"": ""Amsterdam"", ""date"": ""2027-02-12"", ""dispatch"": ""AMS-20270212-S2"", ""priority"": ""standard"", ""sla"": ""S2""}",3593.7697660410777,low_stage_2
