native_generation_ms,native_latency_tool100ms,native_latency_tool300ms,native_latency_tool500ms,native_latency_tool50ms,native_ready_fraction,native_ready_ms,native_saving_tool100ms,native_saving_tool300ms,native_saving_tool500ms,native_saving_tool50ms,no_spec_latency_tool100ms,no_spec_latency_tool300ms,no_spec_latency_tool500ms,no_spec_latency_tool50ms,probe_detected_tool,probe_latency_ms,probe_latency_tool100ms,probe_latency_tool300ms,probe_latency_tool500ms,probe_latency_tool50ms,probe_output_tokens,probe_prompt_tokens,probe_ready,probe_saving_tool100ms,probe_saving_tool300ms,probe_saving_tool500ms,probe_saving_tool50ms,request_index,target_args,target_tool
625.5754879675806,625.5754879675806,717.0503253117204,917.0503253117204,625.5754879675806,0.6666666666666666,417.05032531172037,0.1378216349068122,0.22529244277389943,0.18526093086158807,0.07401097418501867,725.5754879675806,925.5754879675806,1125.5754879675806,675.5754879675806,find_user_id_by_name_zip,805.1479819696397,905.1479819696397,1105.1479819696397,1305.1479819696397,855.1479819696397,31,348,True,0.0,0.0,0.0,0.0,58,"{""first_name"": ""Sofia"", ""last_name"": ""Li"", ""zip"": ""78260""}",find_user_id_by_name_zip
3357.451987976674,3357.451987976674,3357.451987976674,3357.451987976674,3357.451987976674,0.696969696969697,2340.042294650409,0.028923033594609862,0.0820243166516485,0.12961924129151947,0.014673721060906194,3457.451987976674,3657.451987976674,3857.451987976674,3407.451987976674,return_delivered_order_items,1561.648470000364,3357.451987976674,3357.451987976674,3357.451987976674,3357.451987976674,52,1892,True,0.028923033594609862,0.0820243166516485,0.12961924129151947,0.014673721060906194,59,"{""item_ids"": ""7758198585"", ""order_id"": ""#W3916020"", ""payment_method_id"": ""credit_card_8105988""}",return_delivered_order_items
2320.6303599872626,2320.6303599872626,2403.0712637384568,2603.0712637384568,2320.6303599872626,0.90625,2103.0712637384568,0.04131155324372871,0.08301784928182825,0.07713137436760353,0.02109143662543352,2420.6303599872626,2620.6303599872626,2820.6303599872626,2370.6303599872626,modify_pending_order_payment,1920.9967339993455,2320.6303599872626,2320.6303599872626,2420.9967339993455,2320.6303599872626,71,1133,True,0.04131155324372871,0.11447627432716537,0.14168238123542068,0.02109143662543352,60,"{""order_id"": ""#W4923227"", ""payment_method_id"": ""gift_card_8245350""}",modify_pending_order_payment
,,,,,,,,,,,,,,,modify_pending_order_payment,1039.3472589785233,,,,,36,1031,True,,,,,61,"{""order_id"": ""#W4923227"", ""payment_method_id"": ""credit_card_8897086""}",modify_pending_order_payment
2515.4647509916686,2515.4647509916686,2515.4647509916686,2515.4647509916686,2515.4647509916686,0.4583333333333333,1152.9213442045148,0.03823412262087815,0.10655434414312359,0.16581191998200925,0.019489646069263955,2615.4647509916686,2815.4647509916686,3015.4647509916686,2565.4647509916686,return_delivered_order_items,2529.2346389614977,2629.2346389614977,2829.2346389614977,3029.2346389614977,2579.2346389614977,92,1596,True,0.0,0.0,0.0,0.0,62,"{""item_ids"": ""1421289881"", ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}",return_delivered_order_items
,,,,,,,,,,,,,,,return_delivered_order_items,1580.8175160200335,,,,,52,1948,False,,,,,63,"{""item_ids"": ""5796612084"", ""order_id"": ""#W7387996"", ""payment_method_id"": ""paypal_9497703""}",return_delivered_order_items
702.064792974852,702.064792974852,746.7685046203603,946.7685046203603,702.064792974852,0.6363636363636364,446.7685046203604,0.12467820664350668,0.2547702405515994,0.21238147048853187,0.06648363341437781,802.064792974852,1002.064792974852,1202.064792974852,752.064792974852,find_user_id_by_name_zip,804.5165889780037,904.5165889780037,1104.5165889780037,1304.5165889780037,854.5165889780037,31,336,True,0.0,0.0,0.0,0.0,64,"{""first_name"": ""Daiki"", ""last_name"": ""Johnson"", ""zip"": ""80273""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,return_delivered_order_items,1744.710520026274,,,,,62,1475,True,,,,,65,"{""item_ids"": ""9534205511 6259501109"", ""order_id"": ""#W9502127"", ""payment_method_id"": ""paypal_2433177""}",return_delivered_order_items
749.0228840033524,749.0228840033524,861.7671630025143,1061.7671630025143,749.0228840033524,0.75,561.7671630025143,0.11778245543686093,0.1785048961813112,0.14992176956810305,0.0625764305391161,849.0228840033524,1049.0228840033524,1249.0228840033524,799.0228840033524,find_user_id_by_name_zip,831.8522800109349,931.8522800109349,1131.852280010935,1331.852280010935,881.8522800109349,32,364,True,0.0,0.0,0.0,0.0,66,"{""first_name"": ""Noah"", ""last_name"": ""Ito"", ""zip"": ""98187""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,modify_pending_order_items,1933.0452400026843,,,,,65,2221,True,,,,,67,"{""item_ids"": ""8886009523"", ""new_item_ids"": ""2407258246"", ""order_id"": ""#W4219264"", ""payment_method_id"": ""credit_card_1620755""}",modify_pending_order_items
4206.259373982903,4206.259373982903,4206.259373982903,4206.259373982903,4206.259373982903,0.3783783783783784,1591.5576009665037,0.023222010407494102,0.06657406400795833,0.1062414882537276,0.011747404377100082,4306.259373982903,4506.259373982903,4706.259373982903,4256.259373982903,modify_pending_order_items,3593.3639949653298,4206.259373982903,4206.259373982903,4206.259373982903,4206.259373982903,128,2495,True,0.023222010407494102,0.06657406400795833,0.1062414882537276,0.011747404377100082,68,"{""item_ids"": ""3076708684"", ""new_item_ids"": ""8302289002"", ""order_id"": ""#W6729841"", ""payment_method_id"": ""credit_card_1620755""}",modify_pending_order_items
3686.120430007577,3686.120430007577,3775.4849768642866,3975.4849768642866,3686.120430007577,0.9428571428571428,3475.4849768642866,0.0264122607425353,0.05284222010896192,0.05031758084009758,0.013382866247675694,3786.120430007577,3986.120430007577,4186.120430007577,3736.120430007577,modify_pending_order_items,1841.3331079646014,3786.120430007577,3986.120430007577,4186.120430007577,3736.120430007577,62,2111,False,0.0,0.0,0.0,0.0,69,"{""item_ids"": ""7902309762"", ""new_item_ids"": ""1573035764"", ""order_id"": ""#W5056519"", ""payment_method_id"": ""credit_card_3095586""}",modify_pending_order_items
4681.25466699712,4681.25466699712,4681.25466699712,4681.25466699712,4681.25466699712,0.07352941176470588,344.20990198508235,0.020915012264512,0.06022579049965555,0.09650172248525725,0.010568021279593158,4781.25466699712,4981.25466699712,5181.25466699712,4731.25466699712,cancel_pending_order,840.7511580153368,4681.25466699712,4681.25466699712,4681.25466699712,4681.25466699712,26,1529,True,0.020915012264512,0.06022579049965555,0.09650172248525725,0.010568021279593158,70,"{""order_id"": ""#W5995614"", ""reason"": ""ordered by mistake""}",cancel_pending_order
899.3245370220393,899.3245370220393,899.3245370220393,1078.137202371311,899.3245370220393,0.6428571428571429,578.137202371311,0.10006759195365837,0.25014080070846334,0.22953026703459392,0.052669027345323124,999.3245370220393,1199.3245370220393,1399.3245370220393,949.3245370220393,find_user_id_by_name_zip,830.9277039952576,930.9277039952576,1130.9277039952576,1330.9277039952576,899.3245370220393,32,379,True,0.06844306378246494,0.05702946193080746,0.04887846329940002,0.052669027345323124,71,"{""first_name"": ""Chen"", ""last_name"": ""Silva"", ""zip"": ""46281""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,return_delivered_order_items,1580.0239680102095,,,,,51,2248,False,,,,,72,"{""item_ids"": ""6065192424"", ""order_id"": ""#W9571698"", ""payment_method_id"": ""credit_card_1565124""}",return_delivered_order_items
5152.524109988008,5152.524109988008,5152.524109988008,5152.524109988008,5152.524109988008,0.6521739130434783,3360.3418108617443,0.019038465679737417,0.055020389446872126,0.08845605790809458,0.009610719516706912,5252.524109988008,5452.524109988008,5652.524109988008,5202.524109988008,return_delivered_order_items,1543.7542629661039,5152.524109988008,5152.524109988008,5152.524109988008,5152.524109988008,52,1720,True,0.019038465679737417,0.055020389446872126,0.08845605790809458,0.009610719516706912,73,"{""item_ids"": ""6065192424"", ""order_id"": ""#W9571698"", ""payment_method_id"": ""gift_card_7250692""}",return_delivered_order_items
705.082904023584,705.082904023584,812.7875665626066,1012.7875665626066,705.082904023584,0.7272727272727273,512.7875665626066,0.12421081046464579,0.1913228617173507,0.15957021447979491,0.06621789439751151,805.082904023584,1005.082904023584,1205.082904023584,755.082904023584,find_user_id_by_name_zip,830.6428460055031,930.6428460055031,1130.642846005503,1330.642846005503,880.6428460055031,32,354,True,0.0,0.0,0.0,0.0,74,"{""first_name"": ""Lucas"", ""last_name"": ""Santos"", ""zip"": ""80239""}",find_user_id_by_name_zip
713.2219320046715,713.2219320046715,775.4812880031143,975.4812880031143,713.2219320046715,0.6666666666666666,475.48128800311434,0.12296766241103486,0.23463827271403867,0.19595808296073716,0.06551174422971634,813.2219320046715,1013.2219320046715,1213.2219320046715,763.2219320046715,find_user_id_by_name_zip,830.8494760422036,930.8494760422036,1130.8494760422036,1330.8494760422036,880.8494760422036,31,455,True,0.0,0.0,0.0,0.0,75,"{""first_name"": ""Aarav"", ""last_name"": ""Anderson"", ""zip"": ""19031""}",find_user_id_by_name_zip
3073.071079037618,3073.071079037618,3073.071079037618,3265.763971133856,3073.071079037618,0.9,2765.763971133856,0.03151520955853585,0.0889397207975807,0.08600643567004909,0.01600988217514653,3173.071079037618,3373.071079037618,3573.071079037618,3123.071079037618,modify_pending_order_items,1899.3571709725074,3073.071079037618,3073.071079037618,3073.071079037618,3073.071079037618,66,1777,True,0.03151520955853585,0.0889397207975807,0.13993564329950905,0.01600988217514653,76,"{""item_ids"": ""9190635437"", ""new_item_ids"": ""5320792178"", ""order_id"": ""#W9300146"", ""payment_method_id"": ""gift_card_7245904""}",modify_pending_order_items
679.2203449876979,679.2203449876979,809.4152587407734,1009.4152587407734,679.2203449876979,0.75,509.4152587407734,0.12833340484914926,0.17340845409932507,0.14399775832284845,0.06856638098988244,779.2203449876979,979.2203449876979,1179.220344987698,729.2203449876979,find_user_id_by_name_zip,885.1317319786176,985.1317319786176,1185.1317319786176,1385.1317319786176,935.1317319786176,33,490,True,0.0,0.0,0.0,0.0,77,"{""first_name"": ""Isabella"", ""last_name"": ""Johansson"", ""zip"": ""32286""}",find_user_id_by_name_zip
903.6027790280059,903.6027790280059,1009.9736120934332,1209.973612093433,903.6027790280059,0.7857142857142857,709.9736120934332,0.09964101543924628,0.16087464262166454,0.1379515414387117,0.052432733103991484,1003.6027790280059,1203.602779028006,1403.602779028006,953.6027790280059,find_user_id_by_name_zip,826.1426460230723,926.1426460230723,1126.1426460230723,1326.1426460230723,903.6027790280059,31,391,True,0.07718206308670658,0.06435689112274078,0.05518664836113725,0.052432733103991484,78,"{""first_name"": ""Ethan"", ""last_name"": ""Garcia"", ""zip"": ""80280""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,modify_pending_order_items,2986.6437260061502,,,,,97,3579,False,,,,,79,"{""item_ids"": ""2366567022 1340995114 9791469541 1763705424"", ""new_item_ids"": ""4579334072 1151293680 4107812777 2882812427"", ""order_id"": ""#W9911714"", ""payment_method_id"": ""gift_card_4332117""}",modify_pending_order_items
832.1899910224602,832.1899910224602,993.4916591853835,1193.4916591853835,832.1899910224602,0.8333333333333334,693.4916591853835,0.10727426915442026,0.12250446739227995,0.10411302649903958,0.05667713362067267,932.1899910224602,1132.1899910224602,1332.1899910224602,882.1899910224602,find_user_id_by_name_zip,853.4679570002481,953.4679570002481,1153.4679570002481,1353.4679570002481,903.4679570002481,32,441,True,0.0,0.0,0.0,0.0,80,"{""first_name"": ""Daiki"", ""last_name"": ""Sanchez"", ""zip"": ""46236""}",find_user_id_by_name_zip
2026.4183700201102,2026.4183700201102,2026.4183700201102,2026.4183700201102,2026.4183700201102,0.7333333333333333,1486.0401380147473,0.047027434210443864,0.1289535897180036,0.19790863062637565,0.024079925665228895,2126.41837002011,2326.41837002011,2526.41837002011,2076.41837002011,cancel_pending_order,889.6167229977436,2026.4183700201102,2026.4183700201102,2026.4183700201102,2026.4183700201102,27,1588,True,0.047027434210443864,0.1289535897180036,0.19790863062637565,0.024079925665228895,81,"{""order_id"": ""#W9348897"", ""reason"": ""ordered by mistake""}",cancel_pending_order
963.6772540397942,963.6772540397942,963.6772540397942,963.6772540397942,963.6772540397942,0.4,385.4709016159177,0.09401347976578882,0.23740238976443012,0.34160536321787105,0.04932536445967953,1063.6772540397942,1263.6772540397942,1463.6772540397942,1013.6772540397942,find_user_id_by_name_zip,854.8081680200994,963.6772540397942,1154.8081680200994,1354.8081680200994,963.6772540397942,32,435,True,0.09401347976578882,0.08615260397514952,0.07438052734591098,0.04932536445967953,82,"{""first_name"": ""Lei"", ""last_name"": ""Wilson"", ""zip"": ""32255""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,exchange_delivered_order_items,2127.0488959853537,,,,,63,3596,False,,,,,83,"{""item_ids"": ""3478699712"", ""new_item_ids"": ""9844888101"", ""order_id"": ""#W2905754"", ""payment_method_id"": ""credit_card_3677959""}",exchange_delivered_order_items
673.3121769502759,673.3121769502759,673.3121769502759,836.656088475138,673.3121769502759,0.5,336.65608847513795,0.12931388251814638,0.30822587768294846,0.2869279762783926,0.06912644580493113,773.3121769502759,973.3121769502759,1173.312176950276,723.3121769502759,find_user_id_by_name_zip,814.3615839653648,914.3615839653648,1114.3615839653648,1314.3615839653648,864.3615839653648,31,368,True,0.0,0.0,0.0,0.0,84,"{""first_name"": ""Yusuf"", ""last_name"": ""Li"", ""zip"": ""91148""}",find_user_id_by_name_zip
5115.962752955966,5115.962752955966,5291.183173615576,5491.183173615576,5115.962752955966,0.975609756097561,4991.183173615576,0.01917191604624256,0.023039224055277367,0.022218733426376716,0.009678737999299353,5215.962752955966,5415.962752955966,5615.962752955966,5165.962752955966,modify_pending_order_items,2051.4672999852337,5115.962752955966,5115.962752955966,5115.962752955966,5115.962752955966,65,2855,True,0.01917191604624256,0.05539181373362727,0.089031929518554,0.009678737999299353,85,"{""item_ids"": ""3254583681"", ""new_item_ids"": ""9440686670"", ""order_id"": ""#W6750959"", ""payment_method_id"": ""paypal_8080730""}",modify_pending_order_items
620.5474860034883,620.5474860034883,713.6983240023255,913.6983240023255,620.5474860034883,0.6666666666666666,413.69832400232553,0.13878335840799239,0.22470232676337887,0.18459651606457564,0.07456593461859597,720.5474860034883,920.5474860034883,1120.5474860034883,670.5474860034883,find_user_id_by_name_zip,854.871848016046,954.871848016046,1154.871848016046,1354.871848016046,904.871848016046,33,340,True,0.0,0.0,0.0,0.0,86,"{""first_name"": ""Sofia"", ""last_name"": ""Hernandez"", ""zip"": ""98193""}",find_user_id_by_name_zip
5081.97590301279,5081.97590301279,5232.506023512414,5432.506023512414,5081.97590301279,0.9705882352941176,4932.506023512414,0.019297658243038186,0.027772305598154738,0.026777234817459857,0.009742836082033605,5181.97590301279,5381.97590301279,5581.97590301279,5131.97590301279,exchange_delivered_order_items,2117.364945996087,5081.97590301279,5081.97590301279,5081.97590301279,5081.97590301279,65,3246,True,0.019297658243038186,0.055741609662737855,0.08957401620636384,0.009742836082033605,87,"{""item_ids"": ""8384507844"", ""new_item_ids"": ""9083642334"", ""order_id"": ""#W6390527"", ""payment_method_id"": ""paypal_7644869""}",exchange_delivered_order_items
1106.1452850117348,1106.1452850117348,1106.1452850117348,1140.3999018488992,1106.1452850117348,0.5789473684210527,640.3999018488992,0.08290875174214778,0.21334922016788357,0.2899771194480908,0.043247159892618944,1206.1452850117348,1406.1452850117348,1606.1452850117348,1156.1452850117348,find_user_id_by_name_zip,825.446411035955,1106.1452850117348,1125.446411035955,1325.446411035955,1106.1452850117348,31,390,True,0.08290875174214778,0.19962295288245221,0.174765556139418,0.043247159892618944,88,"{""first_name"": ""Fatima"", ""last_name"": ""Taylor"", ""zip"": ""85033""}",find_user_id_by_name_zip
,,,,,,,,,,,,,,,,568.286977999378,,,,,20,610,False,,,,,89,"{""first_name"": ""Fatima"", ""last_name"": ""Taylor"", ""zip"": ""32169""}",find_user_id_by_name_zip
908.6256379960105,908.6256379960105,908.6256379960105,908.6256379960105,908.6256379960105,0.4375,397.5237166232546,0.09914481273615568,0.248215816849146,0.3549559134187902,0.05215800414489653,1008.6256379960105,1208.6256379960105,1408.6256379960105,958.6256379960105,find_user_id_by_name_zip,853.3454050193541,953.3454050193541,1153.345405019354,1353.345405019354,908.6256379960105,33,355,True,0.05480748346481657,0.0457380939463729,0.03924409118046521,0.05215800414489653,90,"{""first_name"": ""Isabella"", ""last_name"": ""Johansson"", ""zip"": ""32286""}",find_user_id_by_name_zip
2764.2670700442977,2764.2670700442977,2764.2670700442977,2764.2670700442977,2764.2670700442977,0.3333333333333333,921.4223566814326,0.03491294546023372,0.09790269357809701,0.1531737413854482,0.017766615163220093,2864.2670700442977,3064.2670700442977,3264.2670700442977,2814.2670700442977,cancel_pending_order,3414.0940769575536,3514.0940769575536,3714.0940769575536,3914.0940769575536,3464.0940769575536,121,2484,True,0.0,0.0,0.0,0.0,91,"{""order_id"": ""#W2575533"", ""reason"": ""no longer needed""}",cancel_pending_order
,,,,,,,,,,,,,,,,2391.3647559820674,,,,,81,2451,False,,,,,92,"{""item_ids"": ""4293355847"", ""order_id"": ""#W3792453"", ""payment_method_id"": ""paypal_3024827""}",return_delivered_order_items
4278.367685968988,4278.367685968988,4278.367685968988,4278.367685968988,4278.367685968988,0.39473684210526316,1688.8293497246004,0.02283956194918535,0.06552553673646387,0.10463824319509368,0.011551698845290346,4378.367685968988,4578.367685968988,4778.367685968988,4328.367685968988,return_delivered_order_items,1630.5904950131662,4378.367685968988,4578.367685968988,4778.367685968988,4328.367685968988,51,2486,False,0.0,0.0,0.0,0.0,93,"{""item_ids"": ""5753502325 9851293632"", ""order_id"": ""#W7181492"", ""payment_method_id"": ""paypal_3024827""}",return_delivered_order_items
4328.460767981596,4328.460767981596,4328.460767981596,4328.460767981596,4328.460767981596,0.4117647058823529,1782.3073750512453,0.02258120941773139,0.06481636445431634,0.10355266906497225,0.01141953820064699,4428.460767981596,4628.460767981596,4828.460767981596,4378.460767981596,return_delivered_order_items,1934.7138719749637,4428.460767981596,4628.460767981596,4828.460767981596,4378.460767981596,62,2654,False,0.0,0.0,0.0,0.0,94,"{""item_ids"": ""9570044148 6857426243"", ""order_id"": ""#W5565470"", ""payment_method_id"": ""paypal_3024827""}",return_delivered_order_items
,,,,,,,,,,,,,,,,1983.6427160189487,,,,,67,2206,False,,,,,95,"{""item_ids"": ""6501071631"", ""new_item_ids"": ""2106335193"", ""order_id"": ""#W1603792"", ""payment_method_id"": ""credit_card_5694100""}",modify_pending_order_items
828.231722000055,828.231722000055,828.231722000055,854.9564522857379,828.231722000055,0.42857142857142855,354.95645228573784,0.10773172003272052,0.2659028231081641,0.35631980615675846,0.05693258253770622,928.231722000055,1128.231722000055,1328.231722000055,878.231722000055,find_user_id_by_name_zip,856.6053120302968,956.6053120302968,1156.6053120302968,1356.6053120302968,906.6053120302968,33,365,True,0.0,0.0,0.0,0.0,96,"{""first_name"": ""Isabella"", ""last_name"": ""Johansson"", ""zip"": ""32286""}",find_user_id_by_name_zip
6027.17912197113,6027.17912197113,6027.17912197113,6027.17912197113,6027.17912197113,0.3877551020408163,2337.0694554581933,0.016320724106369804,0.04741449455069953,0.07660276984232753,0.008227501443759078,6127.17912197113,6327.17912197113,6527.17912197113,6077.17912197113,exchange_delivered_order_items,2134.259695012588,6027.17912197113,6027.17912197113,6027.17912197113,6027.17912197113,66,3169,True,0.016320724106369804,0.04741449455069953,0.07660276984232753,0.008227501443759078,97,"{""item_ids"": ""4293355847"", ""new_item_ids"": ""8176740019"", ""order_id"": ""#W3792453"", ""payment_method_id"": ""paypal_3024827""}",exchange_delivered_order_items
2305.5136590264738,2305.5136590264738,2305.5136590264738,2305.5136590264738,2305.5136590264738,0.5555555555555556,1280.8409216813743,0.04157116282618433,0.11514044417333519,0.1782204832228485,0.021226792639642278,2405.5136590264738,2605.5136590264738,2805.5136590264738,2355.5136590264738,cancel_pending_order,1002.6391759747639,2305.5136590264738,2305.5136590264738,2305.5136590264738,2305.5136590264738,27,2393,True,0.04157116282618433,0.11514044417333519,0.1782204832228485,0.021226792639642278,98,"{""order_id"": ""#W9284598"", ""reason"": ""ordered by mistake""}",cancel_pending_order
2133.5044280276634,2233.5044280276634,2433.5044280276634,2633.5044280276634,2183.5044280276634,1.0,2133.5044280276634,0.0,0.0,0.0,0.0,2233.5044280276634,2433.5044280276634,2633.5044280276634,2183.5044280276634,return_delivered_order_items,3385.3724490036257,3485.3724490036257,3685.3724490036257,3885.3724490036257,3435.3724490036257,127,1421,True,0.0,0.0,0.0,0.0,99,"{""item_ids"": ""4579334072 1421289881 6117189161 4947717507"", ""order_id"": ""#W5490111"", ""payment_method_id"": ""credit_card_3124723""}",return_delivered_order_items
