absolute_position,commit_correct_w1,commit_correct_w2,commit_correct_w3,commit_correct_w4,commit_fraction_w1,commit_fraction_w2,commit_fraction_w3,commit_fraction_w4,commit_step_w1,commit_step_w2,commit_step_w3,commit_step_w4,final_stable_fraction,final_stable_step,final_token,flip_count,position,request_index
58,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.6101694915254238,36,778,1,36,3
59,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.5932203389830508,35,11981,1,37,3
60,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.6440677966101694,38,854,1,38,3
61,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.9661016949152542,57,2264,1,39,3
62,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.6271186440677966,37,11,1,40,3
63,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.864406779661017,51,20820,1,41,3
64,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.8813559322033898,52,6607,1,42,3
65,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.8983050847457628,53,7071,1,43,3
66,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.9322033898305084,55,10759,1,44,3
67,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.9152542372881356,54,301,1,45,3
68,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.9491525423728814,56,55802,1,46,3
69,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.847457627118644,50,13,1,47,3
70,False,False,False,False,0.0,0.01694915254237288,0.03389830508474576,0.05084745762711865,0,1,2,3,0.8305084745762712,49,126348,1,48,3
25,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.29545454545454547,13,90860,1,0,4
26,False,False,True,True,0.0,0.022727272727272728,0.09090909090909091,0.11363636363636363,0,1,4,5,0.045454545454545456,2,0,1,1,4
27,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.09090909090909091,4,5177,1,2,4
28,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.11363636363636363,5,698,1,3,4
29,False,True,True,True,0.0,0.045454545454545456,0.06818181818181818,0.09090909090909091,0,2,3,4,0.022727272727272728,1,259,1,4,4
30,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.1590909090909091,7,3228,1,5,4
31,False,False,True,True,0.0,0.022727272727272728,0.09090909090909091,0.11363636363636363,0,1,4,5,0.045454545454545456,2,8908,1,6,4
32,False,False,True,True,0.0,0.022727272727272728,0.09090909090909091,0.11363636363636363,0,1,4,5,0.045454545454545456,2,1399,1,7,4
33,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.18181818181818182,8,378,1,8,4
34,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.3181818181818182,14,59055,1,9,4
35,False,False,False,True,0.0,0.022727272727272728,0.045454545454545456,0.13636363636363635,0,1,2,6,0.06818181818181818,3,268,1,10,4
36,False,False,True,True,0.0,0.022727272727272728,0.09090909090909091,0.11363636363636363,0,1,4,5,0.045454545454545456,2,98185,1,11,4
37,False,False,False,True,0.0,0.022727272727272728,0.045454545454545456,0.13636363636363635,0,1,2,6,0.06818181818181818,3,300,1,12,4
38,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.13636363636363635,6,259,1,13,4
39,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.22727272727272727,10,2730,1,14,4
40,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,1788,1,15,4
41,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,2874,1,16,4
42,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,77,1,17,4
43,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,39081,1,18,4
44,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.20454545454545456,9,198,1,19,4
45,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,198,1,20,4
46,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,2891,1,21,4
47,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,18514,1,22,4
48,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,198,1,23,4
49,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,1413,1,24,4
50,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,98185,1,25,4
51,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,3733,1,26,4
52,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,3535,1,27,4
53,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,198,1,28,4
54,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,305,1,29,4
55,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.2727272727272727,12,624,1,30,4
56,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.25,11,320,1,31,4
57,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.3409090909090909,15,1613,1,32,4
58,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.3409090909090909,15,220,1,33,4
59,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.3409090909090909,15,15,1,34,4
60,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,453,1,35,4
61,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,320,1,36,4
62,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,1613,1,37,4
63,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,220,1,38,4
64,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.36363636363636365,16,16,1,39,4
65,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,25,1,40,4
66,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,198,1,41,4
67,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,394,1,42,4
68,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,944,1,43,4
69,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,220,1,44,4
70,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,16,1,45,4
71,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,198,1,46,4
72,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,305,1,47,4
73,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.38636363636363635,17,1942,1,48,4
74,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,25,1,49,4
75,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,198,1,50,4
76,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,394,1,51,4
77,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,944,1,52,4
78,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,320,1,53,4
79,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,500,1,54,4
80,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,98185,1,55,4
81,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,3733,1,56,4
82,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,537,1,57,4
83,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,220,1,58,4
84,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,16,1,59,4
85,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,8,1,60,4
86,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4090909090909091,18,198,1,61,4
87,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4318181818181818,19,198,1,62,4
88,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4318181818181818,19,2,1,63,4
89,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.45454545454545453,20,17084,1,64,4
90,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.45454545454545453,20,12392,1,65,4
91,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.45454545454545453,20,25,1,66,4
92,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.45454545454545453,20,198,1,67,4
93,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,2,1,68,4
94,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,3360,1,69,4
95,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,2747,1,70,4
96,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4772727272727273,21,686,1,71,4
97,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.4772727272727273,21,8203,1,72,4
98,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,7,1,73,4
99,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,20,1,74,4
100,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,1451,1,75,4
101,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,220,1,76,4
102,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,1260,1,77,4
103,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,19207,1,78,4
104,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,25,1,79,4
105,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,220,1,80,4
106,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,16,1,81,4
107,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,17,1,82,4
108,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,15,1,83,4
109,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,198,1,84,4
110,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,2891,1,85,4
111,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,198,1,86,4
112,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,198,1,87,4
113,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,1921,1,88,4
114,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5,22,1399,1,89,4
115,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5227272727272727,23,5349,1,90,4
116,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5681818181818182,25,71017,1,91,4
117,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5681818181818182,25,297,1,92,4
118,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5909090909090909,26,13125,1,93,4
119,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5681818181818182,25,268,1,94,4
120,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.5454545454545454,24,98185,1,95,4
121,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.6136363636363636,27,13,1,96,4
122,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.6590909090909091,29,468,1,97,4
123,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.6363636363636364,28,4074,1,98,4
124,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.6818181818181818,30,1774,1,99,4
125,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7272727272727273,32,341,1,100,4
126,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,950,1,101,4
127,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.75,33,2874,1,102,4
128,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,77,1,103,4
129,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,63,1,104,4
130,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,341,1,105,4
131,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,220,1,106,4
132,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,15,1,107,4
133,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,453,1,108,4
134,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,220,1,109,4
135,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,16,1,110,4
136,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7727272727272727,34,11,1,111,4
137,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.8636363636363636,38,296,1,112,4
138,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7954545454545454,35,818,1,113,4
139,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.8863636363636364,39,1774,1,114,4
140,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.8181818181818182,36,403,1,115,4
141,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.8409090909090909,37,7564,1,116,4
142,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.8409090909090909,37,220,1,117,4
143,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.8409090909090909,37,16,1,118,4
144,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.9545454545454546,42,409,1,119,4
145,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.9090909090909091,40,268,1,120,4
146,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.9318181818181818,41,98185,1,121,4
147,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.9772727272727273,43,300,1,122,4
148,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,1.0,44,1803,1,123,4
149,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,1.0,44,5803,1,124,4
150,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.7045454545454546,31,13,1,125,4
151,False,False,False,False,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0,1,2,3,0.6136363636363636,27,126348,1,126,4
27,False,False,False,True,0.0,0.01,0.02,0.06,0,1,2,6,0.03,3,678,1,0,5
28,False,False,True,True,0.0,0.01,0.04,0.05,0,1,4,5,0.02,2,2106,1,1,5
29,False,False,True,True,0.0,0.01,0.04,0.05,0,1,4,5,0.02,2,7573,1,2,5
30,False,False,True,True,0.0,0.01,0.04,0.05,0,1,4,5,0.02,2,3164,1,3,5
31,False,False,True,True,0.0,0.01,0.04,0.05,0,1,4,5,0.02,2,1745,1,4,5
32,False,True,True,True,0.0,0.02,0.03,0.04,0,2,3,4,0.01,1,43863,1,5,5
33,False,False,True,True,0.0,0.01,0.04,0.05,0,1,4,5,0.02,2,301,1,6,5
34,False,False,True,True,0.0,0.01,0.04,0.05,0,1,4,5,0.02,2,55802,1,7,5
35,False,False,False,True,0.0,0.01,0.02,0.06,0,1,2,6,0.03,3,296,1,8,5
36,False,False,False,True,0.0,0.01,0.02,0.06,0,1,2,6,0.03,3,2630,1,9,5
37,False,False,True,True,0.0,0.01,0.04,0.05,0,1,4,5,0.02,2,12324,1,10,5
38,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.05,5,341,1,11,5
39,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.04,4,378,1,12,5
40,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.07,7,14400,1,13,5
41,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.06,6,43863,1,14,5
42,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.08,8,7567,1,15,5
43,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.09,9,10813,1,16,5
44,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.11,11,55802,1,17,5
45,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.1,10,11,1,18,5
46,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.13,13,301,1,19,5
47,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.12,12,19507,1,20,5
48,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.13,13,45593,1,21,5
49,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.13,13,13,1,22,5
50,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.14,14,1077,1,23,5
51,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.16,16,341,1,24,5
52,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.15,15,1521,1,25,5
53,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.18,18,43863,1,26,5
54,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.22,22,341,1,27,5
55,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.17,17,268,1,28,5
56,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.19,19,898,1,29,5
57,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.2,20,403,1,30,5
58,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.21,21,5087,1,31,5
59,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.24,24,352,1,32,5
60,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.23,23,259,1,33,5
61,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.24,24,3202,1,34,5
62,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.24,24,297,1,35,5
63,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.25,25,367,1,36,5
64,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.34,34,9308,1,37,5
65,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.26,26,11,1,38,5
66,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.28,28,1816,1,39,5
67,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.27,27,55802,1,40,5
68,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.28,28,341,1,41,5
69,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.28,28,268,1,42,5
70,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.29,29,1788,1,43,5
71,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.29,29,300,1,44,5
72,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.28,28,11981,1,45,5
73,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.29,29,378,1,46,5
74,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.3,30,560,1,47,5
75,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.3,30,367,1,48,5
76,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.33,33,9308,1,49,5
77,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.31,31,854,1,50,5
78,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.32,32,6102,1,51,5
79,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.36,36,300,1,52,5
80,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.35,35,898,1,53,5
81,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.36,36,13,1,54,5
82,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.38,38,2421,1,55,5
83,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.4,40,6658,1,56,5
84,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.37,37,43863,1,57,5
85,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.39,39,11,1,58,5
86,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.42,42,268,1,59,5
87,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.41,41,1652,1,60,5
88,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.43,43,2022,1,61,5
89,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.45,45,1829,1,62,5
90,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.44,44,778,1,63,5
91,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.46,46,11981,1,64,5
92,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.47,47,854,1,65,5
93,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.48,48,6102,1,66,5
94,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.5,50,300,1,67,5
95,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.49,49,898,1,68,5
96,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.5,50,11,1,69,5
97,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.6,60,7064,1,70,5
98,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.58,58,6607,1,71,5
99,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.51,51,55802,1,72,5
100,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.52,52,13,1,73,5
101,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.54,54,61338,1,74,5
102,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.53,53,11,1,75,5
103,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.56,56,297,1,76,5
104,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.57,57,4463,1,77,5
105,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.55,55,55802,1,78,5
106,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.56,56,11,1,79,5
107,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.56,56,268,1,80,5
108,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.56,56,1652,1,81,5
109,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.59,59,2022,1,82,5
110,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.63,63,1829,1,83,5
111,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.61,61,778,1,84,5
112,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.62,62,11981,1,85,5
113,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.64,64,854,1,86,5
114,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.65,65,6102,1,87,5
115,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.66,66,300,1,88,5
116,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.66,66,898,1,89,5
117,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.66,66,11,1,90,5
118,False,False,False,False,0.0,0.01,0.02,0.03,0,1,2,3,0.67,67,818,1,91,5
